CODIGO_COMPANIA;CODIGO_RAMO_EMISION;NOMBRE_RAMO_EMISION;CODIGO_RAMO_CONTABLE;NOMBRE_RAMO_CONTABLE;CODIGO_RAMO_SCF;CONCATENAR CODRAMO_CODPROD_RAMO;CODIGO_PRODUCTO;AGRUP SISTEMA PLANEACIÓN;LN PLANEACIÓN;NOMBRE_PRODUCTO;Vigente;Comercializa;Cobertura genera Prima;Linea_negocio;CODIGO_COBERTURA;NOMBRE_COBERTURA;CLASIFICACIÓN COBERTURA VRT NIVEL 1;CLASIFICACIÓN COBERTURA VRT NIVEL 2;Nombre Productos Planeación;Cálculo RPND-SOP;RSA en maestro;IBNR;Reserva Enfermedad Profesional;Desviación de siniestralidad;Matemática;Insuficiencia activos
3;5;INCENDIO;5;INCENDIO;7;5_74;74;Hipotecarios Davivienda;Vivienda;HIPOTECARIOS DAVIVIENDA;si;si;Si;Vivienda;27;MATERIALES EN FUSION;Daño a bienes;NA;Hipotecarios Davivienda;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_74;74;Hipotecarios Davivienda;Vivienda;HIPOTECARIOS DAVIVIENDA;si;si;Si;Vivienda;50;AHMCC/AMIT MCIAS FLOT;CAT-Antrop;NA;Hipotecarios Davivienda;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_74;74;Hipotecarios Davivienda;Vivienda;HIPOTECARIOS DAVIVIENDA;si;si;Si;Vivienda;54;MEJORAS LOCATIVAS;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Hipotecarios Davivienda;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_74;74;Hipotecarios Davivienda;Vivienda;HIPOTECARIOS DAVIVIENDA;si;si;Si;Vivienda;68;MAREMOTO EDIFICIO;CAT- Nat;NA;Hipotecarios Davivienda;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_74;74;Hipotecarios Davivienda;Vivienda;HIPOTECARIOS DAVIVIENDA;si;si;Si;Vivienda;70;MUEBLES Y MAQUINAS OFIC;Daño a bienes;NA;Hipotecarios Davivienda;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_74;74;Hipotecarios Davivienda;Vivienda;HIPOTECARIOS DAVIVIENDA;si;si;Si;Vivienda;83;INCENDIO O RAYO;Daño a bienes;NA;Hipotecarios Davivienda;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_74;74;Hipotecarios Davivienda;Vivienda;HIPOTECARIOS DAVIVIENDA;si;si;Si;Vivienda;7;TODO RIESGO MAQUINARIAS;N/A;NA;Hipotecarios Davivienda;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_74;74;Hipotecarios Davivienda;Vivienda;HIPOTECARIOS DAVIVIENDA;si;si;Si;Vivienda;10;TODO RIESGO MCIAS FIJAS;N/A;NA;Hipotecarios Davivienda;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_74;74;Hipotecarios Davivienda;Vivienda;HIPOTECARIOS DAVIVIENDA;si;si;Si;Vivienda;46;MERCANCIAS FLOTANTES;Daño a bienes;NA;Hipotecarios Davivienda;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_74;74;Hipotecarios Davivienda;Vivienda;HIPOTECARIOS DAVIVIENDA;si;si;Si;Vivienda;53;MAREMOTO MCIAS FIJAS;CAT- Nat;NA;Hipotecarios Davivienda;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_74;74;Hipotecarios Davivienda;Vivienda;HIPOTECARIOS DAVIVIENDA;si;si;Si;Vivienda;62;AHMCC/AMIT MAQUINARIAS;CAT-Antrop;NA;Hipotecarios Davivienda;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_74;74;Hipotecarios Davivienda;Vivienda;HIPOTECARIOS DAVIVIENDA;si;si;Si;Vivienda;67;MAREMOTO MAQUINARIAS;CAT- Nat;NA;Hipotecarios Davivienda;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_74;74;Hipotecarios Davivienda;Vivienda;HIPOTECARIOS DAVIVIENDA;si;si;Si;Vivienda;69;MAREMOTO MERCANCIAS;CAT- Nat;NA;Hipotecarios Davivienda;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_74;74;Hipotecarios Davivienda;Vivienda;HIPOTECARIOS DAVIVIENDA;si;si;Si;Vivienda;74;AHMCC/AMIT MUEBL.MAQ OF;CAT-Antrop;NA;Hipotecarios Davivienda;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_74;74;Hipotecarios Davivienda;Vivienda;HIPOTECARIOS DAVIVIENDA;si;si;Si;Vivienda;82;GASTOS ADICIONALES;Daño a bienes;NA;Hipotecarios Davivienda;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;6;LUCRO CESANTE;14;6_74;74;Hipotecarios Davivienda;Vivienda;HIPOTECARIOS DAVIVIENDA;si;si;Si;Vivienda;95;GASTOS DE VIAJE Y ESTAD;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Hipotecarios Davivienda;1;0;Sin Esperada Lucro;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_74;74;Hipotecarios Davivienda;Vivienda;HIPOTECARIOS DAVIVIENDA;si;si;Si;Vivienda;96;PERDIDA DE CONTENIDO;Daño a bienes;NA;Hipotecarios Davivienda;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;6;LUCRO CESANTE;14;6_74;74;Hipotecarios Davivienda;Vivienda;HIPOTECARIOS DAVIVIENDA;si;si;Si;Vivienda;108;INCEND.Y/O RAYO LUCRO;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Hipotecarios Davivienda;1;0;Sin Esperada Lucro;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_74;74;Hipotecarios Davivienda;Vivienda;HIPOTECARIOS DAVIVIENDA;si;si;Si;Vivienda;8;TODO RIESGO MUEBL.MAQ;N/A;NA;Hipotecarios Davivienda;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_74;74;Hipotecarios Davivienda;Vivienda;HIPOTECARIOS DAVIVIENDA;si;si;Si;Vivienda;18;REPOSICION DE ARCHIVO;Daño a bienes;NA;Hipotecarios Davivienda;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_74;74;Hipotecarios Davivienda;Vivienda;HIPOTECARIOS DAVIVIENDA;si;si;Si;Vivienda;41;RENTA;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Hipotecarios Davivienda;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;6;LUCRO CESANTE;14;6_74;74;Hipotecarios Davivienda;Vivienda;HIPOTECARIOS DAVIVIENDA;si;si;Si;Vivienda;94;INCREMENTO COSTOS DE OP;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Hipotecarios Davivienda;1;0;Sin Esperada Lucro;NA;NA;NA;NA
3;5;INCENDIO;13;TERREMOTO;8;13_74;74;Hipotecarios Davivienda;Vivienda;HIPOTECARIOS DAVIVIENDA;si;si;Si;Vivienda;101;LUCRO POR TERREMOTO;CAT- Nat;Terremoto;Hipotecarios Davivienda;1;1;Terremoto;NA;NA;NA;NA
3;5;INCENDIO;13;TERREMOTO;8;13_74;74;Hipotecarios Davivienda;Vivienda;HIPOTECARIOS DAVIVIENDA;si;si;Si;Vivienda;61;TERREMOTO MAQUINARIAS;CAT- Nat;Terremoto;Hipotecarios Davivienda;1;1;Terremoto;NA;NA;NA;NA
3;5;INCENDIO;13;TERREMOTO;8;13_74;74;Hipotecarios Davivienda;Vivienda;HIPOTECARIOS DAVIVIENDA;si;si;Si;Vivienda;73;TERREMOTO MUEBL.MAQ OF;CAT- Nat;Terremoto;Hipotecarios Davivienda;1;1;Terremoto;NA;NA;NA;NA
3;5;INCENDIO;13;TERREMOTO;8;13_74;74;Hipotecarios Davivienda;Vivienda;HIPOTECARIOS DAVIVIENDA;si;si;Si;Vivienda;23;TERREMOTO EDIFICIO;CAT- Nat;Terremoto;Hipotecarios Davivienda;1;1;Terremoto;NA;NA;NA;NA
3;5;INCENDIO;13;TERREMOTO;8;13_74;74;Hipotecarios Davivienda;Vivienda;HIPOTECARIOS DAVIVIENDA;si;si;Si;Vivienda;40;TERREMOTO MCIAS FIJAS;CAT- Nat;Terremoto;Hipotecarios Davivienda;1;1;Terremoto;NA;NA;NA;NA
3;5;INCENDIO;13;TERREMOTO;8;13_74;74;Hipotecarios Davivienda;Vivienda;HIPOTECARIOS DAVIVIENDA;si;si;Si;Vivienda;49;TERREMOTO MCIAS FLOT;CAT- Nat;Terremoto;Hipotecarios Davivienda;1;1;Terremoto;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;41;RENTA;N/A;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;81;REMOCION DE ESCOMBROS;Daño a bienes;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;5;TODO RIESGO EDIFICIO;N/A;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;6;TODO RIESGO MCIAS FLOT;N/A;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;18;REPOSICION DE ARCHIVO;Daño a bienes;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;70;MUEBLES Y MAQUINAS OFIC;Daño a bienes;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;74;AHMCC/AMIT MUEBL.MAQ OF;CAT-Antrop;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;86;GASTOS EXTINCION DE SIN;Daño a bienes;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;85;GASTOS DE PRESERVACION;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;19;MERCANCIAS FIJAS;Daño a bienes;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;54;MEJORAS LOCATIVAS;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;56;FRIGORIFICOS;Daño a bienes;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;57;MAQUINARIAS;Daño a bienes;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;67;MAREMOTO MAQUINARIAS;CAT- Nat;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;69;MAREMOTO MERCANCIAS;CAT- Nat;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;68;MAREMOTO EDIFICIO;CAT- Nat;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;96;PERDIDA DE CONTENIDO;Daño a bienes;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;24;AHMCC/AMIT EDIFICIO;CAT-Antrop;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;37;PROPIEDAD PERSONAL EMPL;Daño a bienes;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;42;AHMCC/AMIT MCIAS FIJAS;CAT-Antrop;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;60;DANOS A CALDERAS;Daño a bienes;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;87;HONORARIOS PROF. INCEND;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;20;EDIFICIO;Daño a bienes;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;46;MERCANCIAS FLOTANTES;Daño a bienes;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;62;AHMCC/AMIT MAQUINARIAS;CAT-Antrop;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;80;AMPAROS ADICIONALES;N/A;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;38;DINEROS;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;53;MAREMOTO MCIAS FIJAS;CAT- Nat;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;10;TODO RIESGO MCIAS FIJAS;N/A;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;7;TODO RIESGO MAQUINARIAS;N/A;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;8;TODO RIESGO MUEBL.MAQ;N/A;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;50;AHMCC/AMIT MCIAS FLOT;CAT-Antrop;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;27;MATERIALES EN FUSION;Daño a bienes;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;79;MAREMOTO MUEBL MAQ.OFIC;CAT- Nat;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;82;GASTOS ADICIONALES;Daño a bienes;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;83;INCENDIO O RAYO;Daño a bienes;NA;Todo Riesgo Incendio;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;6;LUCRO CESANTE;14;6_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;94;INCREMENTO COSTOS DE OP;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Todo Riesgo Incendio;1;1;Sin Esperada Lucro;NA;NA;NA;NA
3;5;INCENDIO;6;LUCRO CESANTE;14;6_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;88;LUCRO POR INCENDIO;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Todo Riesgo Incendio;1;1;Sin Esperada Lucro;NA;NA;NA;NA
3;5;INCENDIO;6;LUCRO CESANTE;14;6_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;95;GASTOS DE VIAJE Y ESTAD;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Todo Riesgo Incendio;1;1;Sin Esperada Lucro;NA;NA;NA;NA
3;5;INCENDIO;6;LUCRO CESANTE;14;6_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;108;INCEND.Y/O RAYO LUCRO;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Todo Riesgo Incendio;1;1;Sin Esperada Lucro;NA;NA;NA;NA
3;5;INCENDIO;6;LUCRO CESANTE;14;6_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;36;HONORARIOS PROF LUCRO;Daño /Perjuicio patrimonial y extrapatrimonial;NA;Todo Riesgo Incendio;1;1;Sin Esperada Lucro;NA;NA;NA;NA
3;5;INCENDIO;6;LUCRO CESANTE;14;6_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;89;LUCRO POR AHMCC/AMIT;CAT-Antrop;NA;Todo Riesgo Incendio;1;1;Sin Esperada Lucro;NA;NA;NA;NA
3;5;INCENDIO;13;TERREMOTO;8;13_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;49;TERREMOTO MCIAS FLOT;CAT- Nat;Terremoto;Todo Riesgo Incendio;1;1;Terremoto;NA;NA;NA;NA
3;5;INCENDIO;13;TERREMOTO;8;13_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;73;TERREMOTO MUEBL.MAQ OF;CAT- Nat;Terremoto;Todo Riesgo Incendio;1;1;Terremoto;NA;NA;NA;NA
3;5;INCENDIO;13;TERREMOTO;8;13_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;101;LUCRO POR TERREMOTO;CAT- Nat;Terremoto;Todo Riesgo Incendio;1;1;Terremoto;NA;NA;NA;NA
3;5;INCENDIO;13;TERREMOTO;8;13_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;23;TERREMOTO EDIFICIO;CAT- Nat;Terremoto;Todo Riesgo Incendio;1;1;Terremoto;NA;NA;NA;NA
3;5;INCENDIO;13;TERREMOTO;8;13_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;40;TERREMOTO MCIAS FIJAS;CAT- Nat;Terremoto;Todo Riesgo Incendio;1;1;Terremoto;NA;NA;NA;NA
3;5;INCENDIO;13;TERREMOTO;8;13_75;75;Otros;Empresas;TODO RIESGO INCENDIO;si;si;Si;Empresas;61;TERREMOTO MAQUINARIAS;CAT- Nat;Terremoto;Todo Riesgo Incendio;1;1;Terremoto;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_76;76;ALL RISK;Empresas;ALL RISK;si;si;Si;Empresas;10;TODO RIESGO MCIAS FIJAS;Daño a bienes;NA;All Risk;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_76;76;ALL RISK;Empresas;ALL RISK;si;si;Si;Empresas;19;MERCANCIAS FIJAS;Daño a bienes;NA;All Risk;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_76;76;ALL RISK;Empresas;ALL RISK;si;si;Si;Empresas;70;MUEBLES Y MAQUINAS OFIC;Daño a bienes;NA;All Risk;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_76;76;ALL RISK;Empresas;ALL RISK;si;si;Si;Empresas;85;GASTOS DE PRESERVACION;Daño /Perjuicio patrimonial y extrapatrimonial;NA;All Risk;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_76;76;ALL RISK;Empresas;ALL RISK;si;si;Si;Empresas;86;GASTOS EXTINCION DE SIN;Daño /Perjuicio patrimonial y extrapatrimonial;NA;All Risk;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_76;76;ALL RISK;Empresas;ALL RISK;si;si;Si;Empresas;94;INCREMENTO COSTOS DE OP;Daño a bienes;NA;All Risk;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_76;76;ALL RISK;Empresas;ALL RISK;si;si;Si;Empresas;270;EQUIPOS MOVILES;Daño a bienes;NA;All Risk;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_76;76;ALL RISK;Empresas;ALL RISK;si;si;Si;Empresas;260;EQUIPO ELECTRONICO;Daño a bienes;NA;All Risk;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_76;76;ALL RISK;Empresas;ALL RISK;si;si;Si;Empresas;5;TODO RIESGO EDIFICIO;N/A;NA;All Risk;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_76;76;ALL RISK;Empresas;ALL RISK;si;si;Si;Empresas;27;MATERIALES EN FUSION;Daño a bienes;NA;All Risk;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_76;76;ALL RISK;Empresas;ALL RISK;si;si;Si;Empresas;74;AHMCC/AMIT MUEBL.MAQ OF;CAT-Antrop;NA;All Risk;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_76;76;ALL RISK;Empresas;ALL RISK;si;si;Si;Empresas;96;PERDIDA DE CONTENIDO;Daño a bienes;NA;All Risk;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_76;76;ALL RISK;Empresas;ALL RISK;si;si;Si;Empresas;273;AHMCC/AMIT EQUIPOS MOV;CAT-Antrop;NA;All Risk;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_76;76;ALL RISK;Empresas;ALL RISK;si;si;Si;Empresas;7;TODO RIESGO MAQUINARIAS;N/A;NA;All Risk;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_76;76;ALL RISK;Empresas;ALL RISK;si;si;Si;Empresas;20;EDIFICIO;Daño a bienes;NA;All Risk;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_76;76;ALL RISK;Empresas;ALL RISK;si;si;Si;Empresas;38;DINEROS;Daño /Perjuicio patrimonial y extrapatrimonial;NA;All Risk;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_76;76;ALL RISK;Empresas;ALL RISK;si;si;Si;Empresas;50;AHMCC/AMIT MCIAS FLOT;CAT-Antrop;NA;All Risk;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_76;76;ALL RISK;Empresas;ALL RISK;si;si;Si;Empresas;6;TODO RIESGO MCIAS FLOT;Daño a bienes;NA;All Risk;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_76;76;ALL RISK;Empresas;ALL RISK;si;si;Si;Empresas;46;MERCANCIAS FLOTANTES;Daño a bienes;NA;All Risk;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_76;76;ALL RISK;Empresas;ALL RISK;si;si;Si;Empresas;18;REPOSICION DE ARCHIVO;Daño a bienes;NA;All Risk;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_76;76;ALL RISK;Empresas;ALL RISK;si;si;Si;Empresas;42;AHMCC/AMIT MCIAS FIJAS;CAT-Antrop;NA;All Risk;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_76;76;ALL RISK;Empresas;ALL RISK;si;si;Si;Empresas;81;REMOCION DE ESCOMBROS;Daño a bienes;NA;All Risk;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_76;76;ALL RISK;Empresas;ALL RISK;si;si;Si;Empresas;8;TODO RIESGO MUEBL.MAQ;N/A;NA;All Risk;1;1;Grupo Incendio;NA;NA;NA;NA
3;5;INCENDIO;5;INCENDIO;7;5_76;76;ALL RISK;Empresas;ALL RISK;si;si;Si;Empresas;56;FRIGORIFICOS;Daño a bienes;NA;All Risk;1;1;Grupo Incendio;NA;NA;NA;NA
